User Name,Review,Rating
Irma Salgado,Goood game,5
Harshal Rahate,Excellent,5
andy isaacs,Good just wish there was more updates,4
Forme Dkhar,Changing of clan name twice should be given...and clan war league should be given twice a month... I'll give you 5 stars,2
Neguun Jargalan,Really good app you should add the battle machine to clash royale,5
Selwyn John Espinosa,I've been playing this for almost 2½ years now it's pretty nice game and I like it a lot and in this game you don't need money to have some gems you can just clear an obstacle and you can get gems it is worth it,5
Jignesh Devipujak,Nice game,5
vijay sarathi,Super,5
Flavjo Kreci,I love this gamw,5
Kassandra Locquing,"it's fun,when i'm bored i can just play this game.It lags but sometimes but it's ok....",5
Robiul 71,Ooo,5
Anand Mohanty,Best,5
Terenz Nino Bawar,Great memories is in this game,5
jackcool jacks,Still good as old..,5
Lemba Chang,Excellent!,5
Ateeb ali khan,I like this game but sometimes it will not come so please can you fix this I really wanna play,3
Denzyl Casuela,"Is good***********************(((**************************************&&&&&*&*&&*****,&*&&,&&^%*************&**************************************************************************************************#$/!***** *@!$#***************************************************************************************************************************************************************************************************** *%$#@! ***********(********************************************&&*&&&*&&&&&&&**",5
Rakesh Santra,Good 👍,4
Mandar Desai,Best game ever been seenhsy,5
Sahib Raza,Tatti,5
Akash. S,Super ❣️,5
Thushar Gaming GL,"Best game ,when ur bored . I liked this game",5
Nikita Yadav,This is nice game but their should be a option for 1vs1 with friend,4
R Nithish,Why because it is very interesting,5
Damin Gungte,It good👍,4
Nicholas Layman,Nice game runs smooth and I like the gameplay a lot.,5
Virendra Pal,This game is soo cool i like to play its my best game better then gta'minecraft' bgmi,5
Madhav Mishra,Improve your Security Supercell... One of My Friend is Continuously Hacking Supercell Ids.. Please Improve and stop this all Please Supercell,1
Smithemmanuel Bhogadi,Best game u should try and be patient,5
John louie Perez,We want Estes skin,5
F,I got 3 starred,3
Jasmer Tan,Hoping to get my account back,5
Henry jay Art rubin,Fix the bugs in your game,2
Prince Diwakar,Nice,3
Nicklejohn Rani,Super,5
God's Grace For Me,Epik,5
Shubham Shakti,Played this game long time ago but now its just...,5
Mahmoud Diab,I love. It,5
Ananth Raja,Haan ji ki sa the day of a good day my love is all good morning sir my er jonno kono problem nei to my er por call me when you free this week and we can talk to him later in the morning sir please check attached snapshots of a good day love is all well and that you are my er jonno ki rt e you have free to Jxxnjz Hi. H ng to go Robert drunk further,2
Sebastian Ksiazek,It's so good,5
Jhankar Sharma,Amazing game 🎯,5
Amir hossain,Nice,5
ATHARV PAWAR,Hello supercell i like this game but this game is not working in my phone my phone ram is 2 gb storage is 32 but android system not support this game please solve my problem please,5
Manjinder Singh,This game is op,5
That Cat,Pay to win but still fun to play with friends.,5
KILLER Strom,Tati,5
Anjana singh,Iam rate this app 4stars because its time,4
Bijay Tamang,Bijay taman,1
Sudha Shylaja,I was re-installing clash of clans after 1 year and when I open the game it is loading and auto back to home screen so before I with same phone but now not opening I all so check YouTube for solution but waste of time I love coc a lot please please supercell fix this problem in next update 😢😭😭😭,3
Jagatis Ganesan,I laik game,5
Gelek Demay,😘😳,5
Ashish Jaisani,Nice game but you have to stop asking that rate the game.On the orher hand the game is fabulous because its free to play and its texture,5
king vadanti,ha ha,5
Prabhu Kripa Dham,Op game,5
Ahsan Bhatti,It takes almost more then 6h to upgrade tiny object,1
RYAN ALEJO,Good,4
[Gobindo Dutta ],This is nice and intaresting game,5
Jumbo Hotdog,"Put back the clan filter ""the last day logged in"". It really helpful to know who is an active member that can be added to war. Without it, it makes the game a lot more hassle.",2
Ruby Kumari,It's good (play and enjoy),4
joseph shuff,Good game. The difference between the gameplay when spending money and not spending money is alot different which most likely can't be helped but it's 100% more fun when u spend money cuz It doesn't take years to progress. You should be able to upgrade the builders cuz upgrade time take literally days. That might be how you the developers want it but waiting real time for an in game upgrade isn't fun.,4
Binita Kumari,It's a very awesome game I downloaded many times and played from beginning from town hall 1 to 12 😝😝😝😝😝😝😝😝😝😝😝😝😝😝,5
Arth Gamer YT,This is nice game 👌,5
Rudra Ubale,Nice App I m not consistent on it but it's always the best for me as a video game,5
Lucifer Dx,"I'm giving it 4 star, there is a only reason, everybody says often in comment, and that is fcuking long time of upgrading things in this games, 😑,,, but I love this game, I think SUP ERC ELL would make me more love to COC by regarding and solving the problem ❤️ A lot of thanks to SUPERCELL🤝",4
Abdullah Sadiq,This is very nice,5
Indonesia Amar bal,good,5
Fazly Yazid,the game 2000 .> 2022,5
Rangappa Rangappa,Best game but i have a doubt because my loot decrease after some da,5
Bigg Daddy YAMRAJ,I am not able to download it and I am having every need of device,1
Sushil Sahu,In my device coc is not srart,1
Arifin Mojumdar,"It is a very good game. I love this game.the war is good,no lag ....... yah done ♥️♥️",5
Jayson Heraldo,i very love this game Haha 5 star,5
htet aung,Good,5
Md Roky,nice app,5
Muhammad Isyraq,This game is good,5
N.U Bharat achary,Self reviewing always showing rate it notification but Fantastic,4
Das Ranjan,Good,5
TroLol Tv,Mukemmel,5
Jaldha Ramakrishna,Super,5
Md Masum Haque,Nice,1
Rutesh Kamble,Great,5
Hatim gaming,Dogggg waterrr,2
sandeep jain,Nice game,4
Anondo Islam,V.v.v.v.v.v.v good game,5
Mini Thr,Nice game,5
Anitha ani,Clash of clans is a very bad game they are banning good player don play dis game dis is very bad and boring they are leaving the hacker and banning the good player they banned. Me also 😂,1
Shaun Joshua,🥰🥰😍🤩,5
Hans Joel Guerrero,Great game,5
Praveen R,Nice,5
Loke Koodal,super,5
basti rapadas,its been six years and still i love playing this game.thank you very much...,5
Uosha Das,Sd,5
Mohit Kushwaha,The reason why I gave it 3 star is BEACUSE whenever I download this game it almost get download two times with over 200 mb,1
Use My Name,ladyou supercell,5
Jason Muller,It is good fun,4
Shravan Shahane,I like this game. I play 4 years and I am on th 11. There is no lag or any crash of game. Smooth gameplay.,5
Htein Lin,I like this game,5
A Google user,We should be able to see opponent's destruction presentage live while versus battle.,5
Skull Hero,trash,4
AS YT GAMERZ,Clash of clan is a amazing game of Supercell clash of clan in many things to upgrade to max level troops and defence. Clan game ;clan war and clan league is a nice things to add in clash of clans my favorite troop is Pekka ;Electro dragon and wizard Coc have better graphic,5
S_H_U_B_H_A_M,One of the most nice game of my life,5
Omkar Jadhav,Nice game I hever played,5
Thuta Aung,Best game ever,5
Danny Taringting,Useless game,1
Rahul Gokul,I will ever seen in before game super duper,5
Shibasish Biswas,What a game!,5
Subham Ghosh,Thik thak hain,5
Okay,Why this game still 500M+ downloads?,1
Opened dream door,It doesn't working for oppoA5s last colour os version ... Developer pls fix the bug,1
Walker Gamerz,This game always show network error if i play with wifi,1
Rethabile Matabane,I don't have much words to say but this game is really amazing and worth it. I been playing it for several years now and it never disappoint,5
juancho villagen,Very good,5
Azfar Danish,Cookie,5
Ashad ul malik mansuri,It is very nice game but one problem of gems should remove that the gems get free,4
Adam Hariz,Nice game,5
KRISHNA MISHRA,This is very interesting creation game.,5
buvaneshwaran Bsc IT,Coc play,5
Dinesh Thakur,Best game,5
Rohit Kanaujia,Very nice 👍👍👍👍👍👍😊😊 game,5
Sarita Kumari,Super game,5
abhiraj jagtap,Game working problems clear it,2
DAVID TANMAY,ALL MOST A NICE GAME,4
Mr. Hyper Devil,Ok,5
رابعه الزعبي,ميه ميه,5
Kevin Larkins,"Great game but fix the AI please! It was a clan war and I had all my troops ready but when I spawned my barbarians- they walked away from the huge hole in the barrier which my barrier breakers took care of and attacked resources, so much for their favourite target being 'everything' and the giants dont fight back against other giants but their giants can attack mine! This is a great game but the AI needs a huge update.",4
UttamKr Roy,Cool,5
Nanotte Destine,Good,5
ThatOnePickle,it's time brother,5
BLOCK 9 TESLA - ASTILLA,"Not working, app crashes",1
KJ Cruza,I cant retrieve my account,1
Jocelyn Abarico,Fun,5
Dwarak G,Just love it❤,5
Isaya Melun,It's amazing,5
Elizabeth Neilson,"Still a fun game! Sure, it's a bit slow at times, and the matchmaking system can spit out some... strange results. But at the end of the day, it's a fun slow-paced day-to-day base builder.",4
Sabbir Hussein,Please add Bangladeshi Flag in game... 🙂🙂,3
Anis khan Khan,It's very good game,5
Mussammil Mussammil,Amazing game ever,5
Lue_ Max,The game is cool,4
Louise Bhordz Alave,"The game is soooo good! I've been playing it since I was 6. I also have a suggestion: You know in boom beach and hay day, there's a decor when you connect your supercell id? I want the same thing also in clash of clans. Hope you see this!",5
Vishav Jit,Nice game,5
Aabid Wani,previously i gave it 5 star . now i will choose 1 or zero star for this game. as previously we were able to logout this games access from all devices . now the option is not there. since my game is logged in another device but he did not have my email . although i can not make my game logging out from his device,1
Shadow Shadow,Almost like this game,5
sai.k EC-058,Wow.its a good game,5
Wasshams Jamal,God gg,5
Antariksha Das,Many update,1
Jonathanz Atanz,Good game,5
Rana Khan,Good games,5
Klydynne Jeb Baranda,I love this game<3,5
Surendra Thakur,Surender,5
Aisu Am,I love it,5
Maulik Singh,Nice Game,5
Abdur Rakib,"This game feels good upto TH 7-8 but after then it takes much time to upgrade or build anything. My base is of TH 11 and all my 5 builders are busy and my Gold, Elixir and Dark Elixir storage is full so literally I have nothing to do in this game rather than Uninstalling it. It would be better if you guys add some kind of gold to gems or Elixir to gem converter in this game with some criteria of course, people will love to play then I think.",3
arsadul quadri,Wow!! But it take longer to update,5
Mr Vornik,"Been playing this game since launch, yea it has its ups and downs but that's how games and life works. I'm here waiting for a new th release for something to do and please! Add a new builder hall, that side is collecting a lot of dust.",5
Muhammad Hassan Farooq,This very nice  game,5
Jovanie Recato,"I played this game until 2018, i quit the game because they removed global chat. I'll be playing CoC again if the global chat is back. Glbal chat is the most fun feature in coc but when they removed it i feel bored. I play games that time at least 8 hours a day but now im still plannung to return as long as globat chat is back",1
khaleem ahamed,Good game . Very addictive. But only the upgrading times are too long,5
indrajit dutta,Wow😘,5
John D,Playing it for years. You only pay if you are in a rush to upgrade your troops and village. It's totally free if you just want to enjoy some time with it. On the contrary to other games there is NO time in the game where you have to pay to continue. It's really free.,5
Priyanka Behera,❤️❤️❤️❤️,5
Suresh lawati,Interesting game,5
htwe mg,coc,5
Ed Gonzales,Nice game..,5
Pankaj Yadav,Op game,5
DEADLY KILLER,Plzz solve the autoback glitch,1
priyesh markam,"facing some issues regarding donation, clanmates are donating but sometimes we are getting nothing.",4
A Google user,It is best game ever,5
nuke bam,This game is very exciting,5
Jegan Aj,Nice,5
Aiendri Upadhyay,"The game is awesome. As we trade between clan , we request some troops and spells so add a feature which makes us trade between our friends and also we can trade coins, elxier and dark elxier. If any grammatical mistakes are there then please ignore cuz English isn't my first language",5
S. Mohamed Arsad S. Mohamed Arsad,Taking time over to upgrade the buildings so sad 😭😭😭😭,2
Daivik&Aadish Panya,Please give me my th 8 Id my I'd name is boss,5
Laxmi Yadav,Very best best infinite,1
Yatharth Mishra,Minecraft power full Hindi horror story,5
Biswajit Moharana,Nice game,5
Slman Ahmed,قققققق,5
Kavita Panchal,My favorite,5
Madhav Chandran,"This game is Awsome!!! Would be nice if released in Microsoft store, so that even low-end pc could run the game.",5
Srinivasan Krishnamoorthy,Im palying this game for past many years but now i cant play this after installation of this game i cant paly it only shadows are shown in my base and after that the screen turns dark,3
Shyam Malani,Op,5
Sagaljot Saini,Good game,5
Rifti Rahman,Very good game offline,5
Lalanpandey Lalanpandey,Op,5
alvin Ibanez,So good,5
Barnan Mandal,Very nice game. It's graphics are so well developed and css art also. I love this game so much,5
Raisul Islam Rahat,nice,5
Rareș Andrei,"IT is a idiot game. I have townhall 8. I get Back 3 of my classmates account. Because of that, they banned my. I am very angry!",3
Ramesh Chandra Samal,OP,5
Jesan Almocera,Good,1
Preetham 7E,very good game but when someone donate us spell the spell should fall from sky to our clan castel pls make th update,5
Jayson Arellano,nice game,5
Pay Omar TV,fun to play,5
sadakelum Dinuka,Good job 😉,5
Ad Fahid,game khelna game,5
VARON,Gay,4
Ric Galang,Very satisfied,5
Paneer Selvam,",🤔☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️",5
Aatham Aatham.h,Coc is the best 🎮 🥌 🏑 🎲,5
Sabarna Pandit,Excellent,5
Sekar Kongu,This game is really awesome no glich Or bug I played really smoothly🖤😎,5
Dave Bandales,Napakasaya nitong laru lalauna kapag may Kasamaka nakakatuwa,5
Amin ff lover,Op,5
Dr. Mahaveer Singh,Op game very good,5
DEADSHOT GAMER,I like this game,5
CarryDude,Much mast मस्ट मस्ट था लेकिन जेएबी तरह के आइएस विशय कि अब एचएएम भी सब इस की की बाट नहीं थी अब अब भि कुच मोती जोड़,5
CHANDRA INDU SINHA,Very Good game,5
Mohit Prajapati,Very nice game ever played,5
Hemonshri Rana,Verryyyyy nice game,5
Jyoti Parkash,Enjoyyy,5
Francis Rynett,Good game,4
Dhruvbhola345 Dhruvbhola345,This game is nice but please upgrade timing is very bad thing pls kick out this thing ok,4
Sangeeta kamlesh mishra,Coc never open in my phone plzz fix this problem it can affect your downloads,1
Smokey Gamer,Nice Sexy Game,5
Jenish Suthar,I seriously love this game. This is the good game of strategy. But one problem is that its getting more costly when we upgrade the things. Sometimes also when the cost is too much that it takes weeks or months to collect it so please add something from which we can collect more resources.,4
Ābōlfaźl Fárāji,The best game ! 🔥💎,5
Mangesh Chothe,Best game coc is best try it after your exam 😂😂 but gems are expensive and hard for get do somthing,5
Venkat Venkatesan,Iam very good game🎮,5
Gopi Nath,Ok,5
Nikshay Thakur,This game is very sweet,5
Ali Shais,Omg so good,5
Shrishti Mishra 11M 51,playing it from 5 yrs.... Best game ever.,5
Zuluwati Jamir,Good games it's interesting,4
TG B2K ARMY,Best Game opppp,5
Insane gaming,This can't receive my real ID,2
NICKO TIANZON,I'm just want to bring back my account but supercell banned me,1
DKD SKY gammer,So good,5
Red Salcedo,Nice,1
Soyab Modi,Nice,5
ANMOL F F,Very nice,5
BDG ARMY OFFICIAL,it is beacoming bad day by day!!! In my account there is no load village ofsone😠,1
Sonika Singh,Op game,5
Sanjay kana,Nice,5
Naruto Arshad,best game i have ever played,5
Sabarii Sabarii,Wonderful,3
Manga Wang,"Dear Devloper, please change that white screen showing while players search for opponent base for loots. Because it affects our eyes. Instead of white use black or other soft colour. After that I will give 5 star",1
Sandil Henuka,Sok a . ☺,5
chaitanya ghodam,"Awesome game, and lots of things have updated",5
pankaj koch,Auto back problems,1
Chirag Jain,"You should launch more practice maps for th 11,12,13,14 and the upcoming one ,I.e. 15. And also provide practice and campaign in builder base. BTW, it's awesome and relaxing....",5
MD.Hasibul Hasan,Nc,5
Amaziah Nawia,Saturdays are for the boys,5
Anup Yaligar,Good game,5
Kools Melad,I love this game since birth,4
jomar romano,"this game is good,",5
Pratik Rathore,It's my favourite,5
Anna Brothers,good game,5
Michael Vince Martin,👍,5
Rakesh Naik,It's very good,5
ashish Chauhan,Hi garna mi ashish bol rha hu mare I'd ban ho gye hi to bat ase hi bate se moor gamrs hikar ajunhai 94hakar hi to uske I'd kyo nhe ban ho rhe hi Orr beta pung tumhare ma ka ade ke tase salo coc tumhare bap ke hi kya ba,5
Saran Saran,Ultimate game,5
Dimas Ramadhani :V,This game is so very fun i love you supercell,5
Nisha Limbu,Op game,5
Ace One,So and so addicting,5
Abhinav Atreya,Good,5
Nuru Kamil,The best game ever for ambitious persons and thinkers,5
David Wallace,Clash of Clans is really a great game,5
ashok dahale,thise app is bast,3
Karuppaiya Sumathi,Super game 🎮,5
GURTEJ SINGH,I supercell i would give it 5star but not please fix the problem that i connected my I'd with supercell and now i tried to login it with supercell but the OTP is not coming in the gmail please fix it otherwise my id will be not open and i cant play with that,2
Armin Grajalez,Very good game 😀 :^),5
Bikash Thapa,Mind game😍,5
Awesome Shorts,Best Game Ever❤️,5
Alberto Lacasa,Join Our Clan PARO PARO G,5
Milad Salimi,با عرض سلام گیم مشکل داره مه پس زمینه جدید 3استار زدم نه امد چرا؟؟؟؟؟؟,5
Liam Smith,black people are fat,4
Sadanand Jaswal,World's no. 1 wrost game 👎👎👎,1
FREEFIRE Love,Op,5
SESI2_ AFIQ SAFWAN BIN MEOR SHAMSUL ANUAR,This is the best game,5
Ichigo Nagato,Very gooddd game,5
HBK GAMER,❤️,5
Pratima Singh,OP😍😍,5
Giridharan S,"Super game, it's not addicted game",5
Sobha Ajith,Nice,5
Sofi Chowdhury,Ok .But it would be better if the upgrade time of certain things like the town hall or others could be lessened.,4
Legless LeX,No global chat makes it incredibly lame,1
Madrchod Madrchod,Lodeeee,5
Kgg garg092,Fair,5
lovely domingo,good game,5
A Google user,"You should upgrade the background music,it’s too old.",5
Amar vlogs,Good,5
Rokuuu,Mantap,5
That Pying,Good game,5
Tanmay Gurjar,Is game mein bahut se hackers hai please Sare hackers ko game se band karo😥,3
Saurabh Gangwar,🥰,5
Harith Joker,Bring back my memories,5
Megly Dude,Wowwwww,5
B_G GAMING,Best game ever,5
shahzil ahmer,Best game ever played,5
Naziya Nasim,This game is so amazing,5
Markjester Dimaya,Excellent,5
Ruma Dutta,Best my 😘🙅💔I am daed,4
ravindra veramati,Good game..very wonderful game,4
Aditya Sharma,Good,5
nena juarez,Like,5
Bs Bellal,Super game,5
lakshmi Aishwarya Gatti,noice,5
Jan Joseph Alba,It is a good game but it doesn't work in my tablet lenovo,4
Aryan_7446 Aryan,Good game,5
Richmai Marco,I like it much,5
New Style,Very interesting game,5
Meena Thakur,Game walon mere pass download nahin ho rahe ho aap जल्दी-जल्दी,3
Kobi Hammond,"!! This game is spying on you - Camera Permission added !! When playing its fun and graphical and team up with others in a team, start off solo. ONLY 1 star this is not a zoom app",1
ALnaif Lk,It's great and all. I love it,5
Bilal Gg,Nice,4
Abu Bokor Siddik,The game is so nice but there was a problem the bulding upgred time is so boring.please fix it and when i play the game the the game close and i come back my gellary,4
LZKButternet,This game is Amazing,5
Rema Murali,Supre,1
Sree Vatssan,Worst game,4
Eknath Salunke,I love this game the amazing game,5
Re Gamerz,please Give me 500 james,4
Kiegen Tschannen,This game is super addictive and really fun with friends,4
Vikas Sharma,Op game ha coc,5
James Cook,I Iike it,5
Anish Rabidas 10A 08,This game is very good. I like this game very much. With regular updates and challenges it becomes more enjoyable.,5
keinoie 47,seru,5
Ghazi Afaq Ghaziafaq,Once for all game easy to play,5
Ahinsa Methsarani,This is superb,5
Pintu Kumar Das,It's too nice,5
deepak kumar,This game is very nice 👌👌,5
"Robin,31, 8B",Mast game ha,5
Ralph Lawrence Collo,Good boy,5
sujith kumar,Good,5
Darren Peterson,Noice,5
subham balabantaray,"I give this game only 5 star because when I download this game, it,s downloaded successfully but when I open the game it,s not open",1
armando adino,ok,5
Dr. Sukhbir Verma,Nice game,5
poonam nagar,Nice but boring,5
SI'D N,FOMO!,4
Dave Lumaad,Awesome,4
A Google user,Pls make this game real money invested and real money looted account connected,5
Md.Rafiqul Islam,Nice game forever Us kindomm,5
Nandish M,Best game ever played,4
Meenu Singhl,Op,5
ᏢᎪᏀᎪᏞ ᎷᏢ40,Good,5
chandraveer singh,I like this game best game,5
MRINAL KS,Nice fin to play,5
Pollathavan Dhamu,my fevrat game and awsome Graphics,5
Mitch Francisco Miraflor,i cannot open the coc its going auto home help me guys to fix this problem in my coc i dont know my next ml move,1
Lakshani Jayawardhana,"Still playing this game. The best game. Love it so much. Give updates, events and bonus more. ☺️☺️",5
TJ GAMER GAMER,Opp game,5
Darius Dlugosh,Best game,5
Aishik Das,Nice game bt some should be improved,5
Uttam Rai,My id was lost 😡😡,1
Raj YT24,Nice,5
md kamrul,Ok,5
Wilfred Domingo,Ok,5
Johurul Islam,The best game,5
Bruce Salo,I play this game almost every day and I love it...,5
ashok jagadale 07,Excellent Game,5
Limuel Abad,Nice,5
Jascha Sherwin,Cool,5
Arman Kapasiya,Kind of okay okay,4
Carrie Fistler,Excellent,5
Gayatri Devta,Best game in the world,5
Jenny Ngullie,😡😠 This game is bad please pan this coc please pan this I realized this is very bad games in the world please pan this I don't want to give 1 star also pls pan pan pan pls pan,1
Mr Isahq,Usage of tomuch internet,1
A Google user,OG,5
Jiam,"Di ko maopen sa samsung a10 ko, laging nag cacrash umay",1
Kenny Henderson,Lately it's been very hard to open the game I'm tired of clearing cache 10× a day,1
PrincE Boy Ashiq,Why sometimes auto logout.this happened quite sometimes while legend or war attacks plz fix my issues,5
Chaitanya Rautela,Jodddd,5
Juzdah Estinoso,This game takes forever to play but still very enjoyable,5
Troy Murphy,Love game. Great way to bond with family and friends.,5
Jas Ji,Op game but I can't recover my account,5
Min Soe Htike San,Nice game,5
Phujang Kelana,kok tk bisa masuk dan tk biss main,5
Mikeyyy爱,unless,1
Dip Das,Thanks supercell for recovery my old coc account. Love it... ❤❤❤,5
Zin Mar Lwin,good 😗👍,5
Robert Lacombe,Absolutely awesome,5
Classic Gamer,Good game hehe,5
Danuka Rusiru,Superb super super super amazing game,5
Suruj Rajkhowa,Awesome game,5
Rommel Base,Its great to play COC.,5
Andre Malunas,Nice game,5
Taufiq Sheikh,Toufik Sheikh,4
Rudy117 Ranger,Good,5
Metal star,Very good game for timepass 👌👌👌👌👌👌,5
Zizizi Gh,good game,5
ketc hill,my data keep getting deleted ibe been grinding so much so why???!!!,1
mr radioactive puppy,"Balanced game, takes awhile to grind, and wait. Although that is the point in a way. I reported a problem with matchmaking in clash of clans, and clash royale. Seems to be more balanced now in both games. Little pay to win.",4
ABHIJIT DAS,Very beautiful game I have ever played and I have 12 town,5
Akash Chaudhary,The game can't be open,1
Huy Nguyễn,Lỗi ùi,5
Nirmod Ray,Coc is a best game in the world,5
Naman N Nasre,Please give me 800 gems,5
egbert apuya,I Love this game but to max you're account many years do you play this but i love this game,5
Aghanwa Destiny,Its nice,5
OMNIGOD FF,Duper,5
Vanie Bernaldez,I always fun to build and challenge,5
Benjamin Gard,Clash of clans It's a good game clash Royale is a good game 2 No ads so I get it five star,5
Ethan Wong,Its just good,4
Nippy Dhaliwal,Very good game for time pass,5
Julito Lucenara,I love it,5
Yusuf Dzhalilov,Good,5
Rajesh sharma,Superb game very very nice game,5
Ashu Jaiswal,It is not working on my device,1
Ngawang Loday,Ok,5
Abhijith. S,Addiction game❤❤❤,4
baljeet sharma,The best one,5
jaskaran singhkhinda,Nice,5
Eduard Magante,I really like this tactical games,5
Ethel S. Mamansal,I love it,5
Johnpaul Doble Tv,Nice game but sometimes very slow to loading,2
Montu Mandal,This game is amazing but now my game is not opening and always crashing.Please solve this problem,2
Conner Ballard,Good game love it free no ads and I been playing the game since 2018,5
A Google user,take all intention of a person very adictive good game,2
William Ganns,"This game is pay to play its not cheap so watch your kids on this app,first on list troops responding badly and heroes needs much fixing also cooking everything in the game is to long supercell will make you pay for that the game is poor it could be better only if they take time to repair everything.",1
Dèépàk MÃHÃRÃ,East West coc is the best,5
Elijah Janrich Prado,It's good but I always get raid and add more troops,5
Aslam Sk,▄︻̷̿┻̿═━一▄︻̷̿┻̿═━一,5
Mike Xiong,It's a fun ge you should try it some time,4
Umang Yadav,Very good game If you are free so you can prefer it.,5
Vandana Basnal,Good game.,5
2,Comeback,5
Prince Jaswal,I love this game,5
Patel Dev,Ok,5
Reece Jade G. Jacinto,Best,5
Raj Chahal,Mare I'd bag ghi Facebook se connect ti our ab Facebook ka option nahi aaraha ha,1
John michael Tajor,Nice game,5
Anitha S,Good game and butiful sound new update is what new variety,5
Bishal ranjan Mishra,Very good game but I am ff player but I respect this game my clash of clans account ban so I 😔,5
Darhan sr,Full chill,5
Adrian Flores,It's ok,5
Abrar Syahputra,THE BEST SUPERCELL GAME EVER!! ( MAYBE THE BEST IN THR WORLD ),5
Hanah Erika Bisa,very lag,1
Anirban Cr,Nise game,5
Shine Htet Zaw,👍,3
Ace Johnso,Fun,5
Christin V alex,Good,5
M Daught,"It's a well put together, fun, and addicting game.",5
surjeet kapoor,This game is amazing,5
JOHN MARK TOY,This app is so Cool,5
vansh Rajput,My favorite game this my first game,5
Piyush Pawar,Nice my favourite game this game is super coc have planning attack base designing,5
meet gaming,Very very very very super game 😘😘😘😍😍,5
Mike Anthony Parami,Nice game,5
Elmo Ruthenberg,Super cell makes you auto comment,1
Ayanul Rahman,Must game,5
Aber Doming,So......... Stupid game and worst game ever,1
S.A Rajput,Very excellent game,5
Shib sankar Das,Nice game,1
Komang Dio Prayogi [11],Tambahin fitur lock pada healer,1
PHARI GODS,Good plese give me id 10000 diamonds,5
Harry Limban,Nice game,1
Jemfilo Tabanao,Unique games for kids,4
Mohammad faizen A. Salic,I love thid game.,5
Viral Shorts,Most expensive game,5
Ayush Katiyar,worst experience...cant even recover my account without buying royal pass,1
Nayan Mondal,Nice,5
Allen Batac,tagal ma upgrade tngina,4
Christian Minneker,It didn't work waited 3months nothing happened,5
free fair Lovers,Good,5
Blank Pandora,Ef fevtr,1
adrina hanich,Favorite game ever,5
Sooriya P,Best game...must play,5
Tayar tama,Fgju,5
Subham GRG,This game is good play it.,5
MICHAEL GAMER,🤗🤗🤗🤗,1
Pulkit Goyal,i love this game,5
Georgeouh Teine,"It's a great game when you play from the start but when it gets to th9-th14 the upgrading takes to long like a weeks or so that's why people lose intrest in playing coc, ik this is a part of the game but it's just not fun to wait that long thou so Im writing this a for second time and as a player too I'd like you guys to take it into consideration and do something about it because we might lose all the players in a blink of an eye so please do something about the upgrading processes Thank you",4
Siam Kn,Nice 👍 app,5
Cm Provider,I can't load game in sometimes please fix it.... .,1
Margie Oguera,Fun,5
Ritesh Chanda,Good,5
Christopher Josh Asuncion,Coc is nice and pretty cool try it!,5
Ko Shine,good game,5
Venkateswararao Sammeta,Goodnight bad night,5
Caiden Carlson,Wish troops would come back and not disappear,3
Al Vin,coc the bes,5
Kulith Sandeepa,Perfect,5
FireSpinTV _,Great Game! This game got me through my deppression!,5
colten tackett,The baracks dont make units together they only do the one at a time so its kinda slow to do attacks but what ever i like the rest of the game,3
joe ledbetter,"The game needs more ""complete to gain gem"" trials",5
Reshant Sharma,Nice game,5
MR GOLD,"I've been playing this game for 4 years now,and I used to play everyday durning my lower town hall days but now I'm in TH 12 so I'm slowly grinding my way through it. It's getting harder but that's why I love this game bcoz it's a challenge for me.Clash on my fellow Clashers,BTW check out my clan (PAPUAN BLACKZ).",5
Ted cui,The supercell custom service was very helpful on resolving my issue and made very good compensation for the trouble,5
FREE FIRE,Nha nice game,5
Mr Panda,The game was amaging,5
Tiruppur Tamizha,This game very nice game,5
Sri Goutham Ashokkumar,The game is good but if you can reduce the upgrade cost for the queen and king in th10 it might make the lives better. I'm maxing out everything and move to th 11. But still i need to upgrade the king and queen. So do something about it.,4
Bhagwat Kapate,Best,5
Phya Phyo,Good,5
Navneet Navneet Bhadana,Op gameplay,5
PUMBA AMOUNG US,Super,5
zack empire,I enjoy this game,4
GM FERMIN,Nice game no problem,4
Dhanraj singh Dhanraj singh,Op,5
Wai Lin htet,Very Nice,5
"B19 Miranda, Dwight Asley","Nice game,nice effects,nice grapics",5
Soe Ye Htet,Good game,3
Crisato Milo,Always game eveday,5
Bishwarup Roy,Good,2
Jimmy Hernández,Good,5
Raief,Ruturned to clash after 1 year and i have to say it's really hard to find a active clan. It just feels like i'm the only one playing,3
Papa ki Pori,😍,5
Victor Corpuz,5.4★,5
Manju Pushpa,I like this game,5
Ashish Chauhan,Op game,5
Lalit Joshi,Best in the world game,5
DARK gaming,Super game 🥰🥰🥰🥰🥰I love it,4
Oran Masterson,Dad,5
Ananth 05,Good,5
SEN Slurp,One of my favorite games.,5
The Bruh Moment commitee,The hog rider is a very good unit,5
zane laurence lee maramag,I cant login to my supwr cell id because i cant receive a code,1
Owen Green,This is a fun game there is so much to do but the upgrades take FOREVER to build so I could be better but for any one who has a lot of free time try this game out,4
Shail Rai,Nice game,5
Bob Keroson,Played it for years one of my top 3 games,5
Jia Katariya,Because of this game I know a lot of starterge,5
Epic Gamer,Fun,5
zander taneo,Wow this is so wonderful game no toxic players no hate and so easy to invade and upgrade,5
